duration,rms_energy,max_amplitude,dynamic_range,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_bandwidth_mean,zero_crossing_rate_mean,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,chroma_mean,chroma_std,tempo,instrument,file_path,file_name
6.5,0.098135024,0.74853516,1.4503784,2119.4374736040536,603.400738612987,4051.77978515625,2041.4462472931502,0.04931553431919643,-289.95883,45.12324,129.6893,19.341785,-37.950977,20.058641,12.2973795,14.765446,-4.6220207,13.1867485,-36.7613,11.621689,-2.837442,10.818948,-7.10126,8.758734,-11.034108,8.145373,17.068573,9.200209,1.7922904,10.284818,-11.946935,11.8371,-4.562555,12.734505,0.17755097,0.29704446,[123.046875],khong-vong-ss1,dataset\khong-vong-ss1\Recording_549.wav,Recording_549.wav
7.1,0.09883856,0.65267944,1.2926025,1421.0152605882297,600.0950810097036,2122.076056985294,1561.1117511857985,0.04153741574754902,-317.16995,64.522446,159.03398,29.56667,-14.955832,33.583504,-27.434803,22.26338,-19.528671,18.533195,-16.90264,10.977131,1.6405151,12.154247,-5.2513046,9.873714,-10.963898,12.300144,16.052664,16.748623,11.811774,10.536613,-3.8384945,7.856935,-4.8133826,12.457679,0.28430942,0.32517424,[129.19921875],khong-vong-ss1,dataset\khong-vong-ss1\Recording_550.wav,Recording_550.wav
7.1,0.11413131,0.6368103,1.2367249,1459.581281473991,499.9391275816759,2223.830997242647,1522.214520546915,0.0446011412377451,-331.24362,56.218307,156.3769,25.094728,-14.233411,29.229269,-17.160719,20.027254,-17.87271,15.738303,-22.788467,11.3963585,-5.4224777,11.868766,-10.063628,9.795334,-12.249993,12.13025,12.361194,7.8253765,4.2798862,9.933839,-10.807454,13.247462,-20.492634,11.255098,0.18655124,0.3144163,[67.11647727],khong-vong-ss1,dataset\khong-vong-ss1\Recording_551.wav,Recording_551.wav
6.9,0.12058014,0.6305847,1.1957397,1324.5456409752874,441.53062080042224,1868.9010799632354,1379.4831745256902,0.040197446165966384,-288.9485,66.6275,175.95071,22.073555,-21.946661,36.94191,-29.751394,12.420193,-21.006403,13.201356,-20.900879,9.840468,-7.2771716,11.352829,-13.823545,8.08057,-13.897185,10.082206,17.168104,11.468764,10.5272255,9.4914,-2.0601823,6.879062,-7.889029,10.13123,0.24534397,0.31352216,[135.99917763],khong-vong-ss1,dataset\khong-vong-ss1\Recording_552.wav,Recording_552.wav
7.0,0.10905888,0.60098267,1.1440735,1424.66358766588,445.19972725313636,1954.2720965485075,1456.6366295913836,0.04684180011401327,-331.75555,63.685402,156.48502,22.945995,-15.936211,33.53106,-30.17709,16.06993,-22.33341,10.05077,-14.417016,8.777549,3.1225889,12.27088,-3.9096558,10.530056,-5.6868796,12.07056,17.444609,7.7854576,4.5699005,9.060353,-12.863163,8.770845,-20.40177,9.461327,0.19174084,0.30728677,[71.77734375],khong-vong-ss1,dataset\khong-vong-ss1\Recording_553.wav,Recording_553.wav
7.0,0.12084415,0.5602417,1.117157,1242.2994110321797,318.75289795962635,1515.2875757929105,1173.64925739028,0.04562797989220564,-351.59235,54.329884,161.13007,22.041325,-3.9593334,31.455746,-35.389008,12.477395,-28.671648,8.527107,-18.224068,10.932478,-4.1132846,11.432342,-9.50518,10.784278,-6.277184,11.462668,13.608755,6.6807203,4.3995605,8.1862755,-13.160926,9.906297,-23.163477,11.754043,0.17198737,0.30649874,[86.1328125],khong-vong-ss1,dataset\khong-vong-ss1\Recording_554.wav,Recording_554.wav
5.6,0.1319666,0.64712524,1.1907349,1222.8971462994882,322.11682322896286,1586.8142832880435,1299.7613885832398,0.03911001391045549,-301.99863,56.88457,183.65292,22.389666,-10.42921,31.076801,-23.963898,17.447245,-27.479786,13.33264,-26.05821,9.80712,-4.3777833,9.323137,-14.387103,7.4957933,-13.039479,10.231782,16.577581,9.264836,6.770679,9.110125,-5.4399524,7.856338,-11.704719,10.891471,0.18425684,0.29627913,[90.66611842],khong-vong-ss1,dataset\khong-vong-ss1\Recording_555.wav,Recording_555.wav
4.5,0.1410419,0.5489197,1.0625305,1404.330928492546,663.8956180966327,1935.7683634020618,1340.1662445923293,0.04658681338595361,-320.31845,49.236115,168.41216,25.395636,-22.293797,25.152098,-39.467175,17.42448,-31.10224,17.745167,-15.280108,9.616528,7.8283153,8.083412,-2.35478,8.788834,-6.142775,11.332949,17.716333,8.020133,6.5207977,8.094521,-10.048651,7.1294875,-25.574244,7.696975,0.16385844,0.29510462,[147.65625],khong-vong-ss1,dataset\khong-vong-ss1\Recording_556.wav,Recording_556.wav
7.3,0.06509654,0.57803345,1.1320801,1947.4845048034551,1057.737700309076,3464.9628316275835,2241.613854026787,0.05014780405405406,-364.947,70.96073,129.27287,31.513536,-16.075203,25.334028,-0.939294,17.659847,-0.8017159,15.766292,-12.31948,24.210882,0.11565007,9.668839,-4.7680984,10.495917,-8.797544,13.732228,8.417791,7.523133,2.6214273,8.76949,-3.4199224,8.403136,-3.7836363,8.288833,0.39756534,0.35015535,[90.66611842],khong-vong-ss1,dataset\khong-vong-ss1\Recording_557.wav,Recording_557.wav
7.0,0.107504465,0.6485901,1.2261658,1480.4345242579852,653.6390786979728,2481.7820079291046,1829.0621620391235,0.032626580638474297,-296.53027,46.897884,171.14972,23.705164,-28.683659,19.376673,-4.4183617,14.901386,-18.865221,16.480738,-27.652113,9.058352,-8.743771,8.438506,-20.490248,9.658226,-23.454958,9.751396,8.338382,10.4401865,-4.3840404,9.04471,-5.1990576,9.927683,-3.1794755,12.49372,0.21241614,0.32388073,[103.359375],khong-vong-ss1,dataset\khong-vong-ss1\Recording_558.wav,Recording_558.wav
6.3,0.020808652,0.19857788,0.35336304,1604.4808205693223,790.2088556446128,2798.800878366713,2027.3641770255365,0.039045414652394105,-429.57446,40.205265,174.05446,23.089384,-26.826431,13.97374,7.2223454,10.574396,2.6654992,12.893893,-13.376072,8.354823,6.6430907,7.2789197,-8.509257,6.5814266,-7.378457,7.5550623,14.013861,7.5082917,3.4267993,8.033767,-0.56253713,7.448017,-1.1407729,8.5939045,0.23582321,0.3134774,[172.265625],khong-vong-ss2,dataset\khong-vong-ss2\Recording_559.wav,Recording_559.wav
7.1,0.033776976,0.22680664,0.43569946,1529.6625344704612,620.193530362451,2493.2423311121324,1832.757135326564,0.0383859272875817,-386.1399,38.47741,181.8243,19.555765,-29.188269,16.154104,-7.530604,12.585102,-6.704815,10.974613,-17.212475,8.203231,1.4513994,9.506089,-9.667881,9.3527565,-8.088975,8.643732,12.372774,8.543623,-1.6443472,6.559499,-7.0190196,8.718485,-5.636525,10.047876,0.21607564,0.31413928,[103.359375],khong-vong-ss2,dataset\khong-vong-ss2\Recording_560.wav,Recording_560.wav
6.9,0.039440423,0.25012207,0.48220825,1343.9030194367915,526.5012459922813,2191.7543658088234,1714.4817271962795,0.03260323660714286,-387.66608,38.474995,180.26068,18.510565,-17.41429,17.40468,-3.8419461,12.342262,1.8709797,13.482144,-13.407898,8.916346,1.2121181,7.6682014,-8.472523,7.2606444,-7.154678,8.152977,12.23595,8.319272,2.2422674,8.061769,-7.8131604,8.836955,-7.8160987,9.926785,0.2066944,0.30779782,[105.46875],khong-vong-ss2,dataset\khong-vong-ss2\Recording_561.wav,Recording_561.wav
6.0,0.039869376,0.28823853,0.5088501,1397.952230433017,718.0896804504952,2261.8193340485977,1711.71639204373,0.034713302405706,-379.32376,40.66739,182.83133,19.173681,-22.893183,16.203686,-7.3889914,12.050964,-8.502267,10.880176,-22.441181,8.847951,-4.5354505,8.692216,-17.57301,10.060257,-15.159669,10.313566,10.583939,8.427379,0.5906974,7.412122,-5.497163,9.8386,-2.8985925,11.85049,0.19956611,0.30405122,[109.95678191],khong-vong-ss2,dataset\khong-vong-ss2\Recording_562.wav,Recording_562.wav
5.8,0.0414806,0.28897095,0.56311035,1468.1623062737528,562.4618887433744,2270.4609375,1732.088325893237,0.0391025390625,-387.72656,43.543827,179.51628,17.363878,-27.948336,18.921211,-9.643907,10.817736,-6.3357706,11.073905,-15.393891,7.8944626,4.5259986,9.93123,-9.4974,9.31071,-7.885103,8.971969,13.013105,6.56205,-2.637673,8.925491,-12.564635,8.55963,-9.969627,9.616301,0.17889795,0.29897577,[114.84375],khong-vong-ss2,dataset\khong-vong-ss2\Recording_563.wav,Recording_563.wav
6.2,0.04200198,0.24908447,0.46575928,1471.2599883230082,698.2595066387005,2280.7485762266356,1718.067344983305,0.04154132593457944,-374.14288,42.05479,182.68431,21.33781,-23.011547,19.705568,-8.704448,11.006182,-7.445839,10.275916,-16.423042,6.800811,2.5093212,9.663603,-8.5283375,10.362632,-7.023807,8.437385,15.793891,7.3296685,1.9784116,9.347727,-4.675193,10.639977,-1.4097211,11.242083,0.18349089,0.2888553,[117.45383523],khong-vong-ss2,dataset\khong-vong-ss2\Recording_564.wav,Recording_564.wav
5.7,0.083918214,0.4494629,0.87820435,1599.433601698193,766.4324553182781,2417.8147077074846,1722.6016039550827,0.04627036659877801,-321.48376,51.608387,162.76701,20.772018,-29.005299,21.95957,-14.310946,12.216263,-15.457736,11.1393175,-19.82519,7.3101444,2.3972948,8.851168,-4.4338026,8.984981,-10.069389,10.106093,11.16988,9.5375805,-7.4491053,9.946511,-15.5138035,12.417777,-7.101984,13.262769,0.17178817,0.295729,[120.18531977],khong-vong-ss2,dataset\khong-vong-ss2\Recording_565.wav,Recording_565.wav
5.0,0.098312035,0.5272522,1.0041504,1398.3744448813195,711.537179897064,2128.789447687065,1578.7328578845247,0.037434518198955914,-313.10846,52.35428,173.64613,22.46099,-24.10649,19.077805,-12.046356,12.080821,-17.70187,13.918344,-30.009747,8.461676,-10.739043,8.047683,-16.153843,8.206721,-15.293227,7.976478,12.474346,8.479122,4.7912955,10.567261,-0.5192375,14.305208,0.21011105,14.670565,0.19282685,0.30197707,[117.45383523],khong-vong-ss2,dataset\khong-vong-ss2\Recording_566.wav,Recording_566.wav
7.6,0.0921253,0.6186218,1.2070618,1517.9371944662958,593.0754955655642,2312.7317658635498,1667.8015036636182,0.04097313334923664,-334.5488,52.308777,156.32076,21.227222,-27.586388,21.564896,-16.955704,12.089255,-14.135478,11.976494,-19.752148,8.217621,-2.3674889,11.389326,-10.582638,11.046413,-13.517965,11.093933,8.762935,10.284202,-5.1899037,9.732321,-15.634417,9.713687,-11.165841,11.169973,0.17861912,0.3042508,[117.45383523],khong-vong-ss2,dataset\khong-vong-ss2\Recording_567.wav,Recording_567.wav
5.3,0.07218168,0.6218262,1.2280884,1686.6135135458003,676.681094951677,3222.6770847579323,1937.3421356500642,0.039698227229212256,-358.8037,48.25491,134.82187,26.218798,-10.28845,18.06516,12.264912,18.576302,-3.645088,15.24409,-15.810398,14.827225,14.134862,8.421478,-4.6329722,6.8425946,-6.3224616,7.28197,16.218235,7.827204,4.652134,6.2053204,-0.86232615,8.153565,2.0164628,8.805702,0.27169365,0.32740298,[72.78829225],khong-vong-ss2,dataset\khong-vong-ss2\Recording_568.wav,Recording_568.wav
6.9,0.102121815,0.6532593,1.2755737,1455.6091533916483,766.8594200387455,2555.502642463235,1609.5256019606375,0.039402245273109246,-334.59048,35.875313,161.12825,25.100998,-15.355578,21.74114,15.0725565,16.281403,-9.757631,13.518964,-23.69789,10.535415,11.740521,13.639304,-15.712999,9.134774,-17.63591,9.471941,7.4968596,9.94015,-4.5257564,7.2451134,-9.972449,6.9873023,-10.206132,9.241277,0.2239305,0.31393194,[123.046875],khong-vong-ss2,dataset\khong-vong-ss2\Recording_569.wav,Recording_569.wav
7.8,0.07523369,0.5221863,0.9920654,1663.897724061361,523.8655057264577,3576.30615234375,1866.2145571719911,0.03875587100074405,-310.16245,40.97063,165.05864,23.93894,-26.446173,16.133179,20.8194,17.529915,-7.5518174,12.150542,-25.98323,8.421181,13.105846,8.027618,-16.460667,6.7636204,-12.90016,6.389196,13.210103,7.593181,-4.6319923,6.585663,-8.616933,6.6050057,-8.544424,9.485479,0.23358072,0.30627373,[112.34714674],khong-vong-ss2,dataset\khong-vong-ss2\Recording_570.wav,Recording_570.wav
6.8,0.14113379,0.65283203,1.2871094,894.4962781500019,518.0898415736629,933.7546495040528,1510.803815854773,0.028785262905290102,-356.622,28.284647,186.96149,22.912632,65.4147,17.487377,-15.430907,16.140255,-30.39174,10.892877,-26.11827,7.2890205,-34.572678,7.092373,-18.051495,10.989348,-16.745924,9.396779,-1.1141493,8.622191,-9.167007,7.794402,-13.844051,8.438146,-13.941553,8.461488,0.20915079,0.3090614,[120.18531977],khong-vong-ss2,dataset\khong-vong-ss2\Recording_572.wav,Recording_572.wav
6.1,0.114133544,0.83898926,1.5810242,864.4554702569822,655.6333886136534,997.3639310539448,1164.075324426956,0.029247675558460078,-364.89597,25.151693,162.75307,25.676176,59.519596,12.016786,-10.189708,12.4161005,-24.844217,15.742496,-22.448019,13.352015,-27.726328,8.708745,-27.981535,9.897467,-14.39054,11.762789,-0.47929075,12.044168,0.48905963,11.68074,-4.16454,11.082167,-2.8591902,10.404179,0.24397297,0.320396,[67.99958882],khong-vong-ss2,dataset\khong-vong-ss2\Recording_573.wav,Recording_573.wav
5.9,0.11295261,0.4789734,0.9465332,1101.587912840864,439.64118279922553,1136.2254804150296,1668.1931783168234,0.0334045769891945,-332.0598,33.17707,182.09694,20.83665,22.310513,13.436775,-8.827352,10.082756,-26.275728,9.13617,-26.373114,5.471435,-10.897724,7.2334332,-11.973456,8.301303,-19.09751,7.8678374,11.020817,10.111081,-2.7276378,11.382612,-10.003101,11.738028,-7.628764,10.871563,0.20251057,0.30609593,[74.89809783],khong-vong-ss2,dataset\khong-vong-ss2\Recording_574.wav,Recording_574.wav
6.9,0.0921961,0.60861206,1.178009,1379.4491229632974,598.9641141908781,2031.4315257352941,2116.811785491836,0.032000065651260505,-343.15198,43.95416,172.77142,32.99018,19.779762,18.259842,1.0823323,14.919891,-17.030859,11.110579,-27.237253,9.859664,-18.432173,11.278435,-18.210035,9.121038,-22.070873,9.087375,8.54763,8.884811,-5.642277,8.911578,-9.003252,7.106758,-1.1528109,7.5121074,0.2893321,0.31154862,[84.72079918],khong-vong-ss2,dataset\khong-vong-ss2\Recording_575.wav,Recording_575.wav
6.6,0.12491652,0.5264282,1.0255432,822.5517383295249,595.8077765545428,1144.7792522517575,905.3027539657439,0.025974159710017576,-335.34073,43.465282,214.87122,20.836823,17.312077,28.530151,-25.465466,13.449585,-2.2675385,13.077794,-2.464166,10.205475,-12.997944,11.265171,-21.946827,7.7221727,-14.914517,7.368821,-4.427508,13.645845,-12.842734,9.535813,-17.087822,7.8670454,-8.575004,9.033363,0.23679869,0.30999336,[105.46875],khong-vong-ss2,dataset\khong-vong-ss2\Recording_576.wav,Recording_576.wav
6.5,0.13446851,0.5591736,1.1168823,817.9829086250601,532.3089476432077,1095.0787353515625,776.3296264663105,0.031612723214285716,-341.2261,36.14407,192.52394,20.523853,35.96807,26.258068,-23.770515,14.340132,-16.004921,10.595484,-7.6550407,7.7219377,-14.103008,10.061616,-21.481178,7.3616953,-8.946457,6.6560755,1.5377934,9.769519,-10.469624,7.7137203,-14.909746,7.51723,-4.7917695,8.229033,0.18929243,0.3038848,[105.46875],khong-vong-ss2,dataset\khong-vong-ss2\Recording_577.wav,Recording_577.wav
6.6,0.13374016,0.7926941,1.4890442,861.277854568023,586.2932622335625,1141.4111413938929,766.4289700271896,0.03395657128734622,-341.9604,42.080822,194.03235,22.747313,30.404272,28.018385,-29.258932,14.805611,-18.37158,12.045178,-8.457019,8.940095,-15.700148,11.375538,-26.307152,8.98017,-14.427638,8.153179,0.45179895,11.845568,-9.261918,9.390758,-14.891726,9.756783,-3.9912207,9.117227,0.17683014,0.30412614,[117.45383523],khong-vong-ss2,dataset\khong-vong-ss2\Recording_578.wav,Recording_578.wav
6.0,0.12575445,0.7888489,1.5206299,963.6075609115404,545.0664441397082,1254.8401233075435,833.358721506437,0.0380585484163443,-326.40918,37.335167,189.6635,18.596674,19.436083,26.544382,-35.996674,14.80726,-21.285248,12.565787,-10.631335,8.285052,-13.055516,10.576892,-17.494455,12.90169,-5.126481,11.9419,5.34484,11.914217,-7.9166694,9.902591,-15.522382,10.463421,-6.399925,10.217057,0.20525624,0.31681684,[123.046875],khong-vong-ss2,dataset\khong-vong-ss2\Recording_579.wav,Recording_579.wav
5.00390022675737,0.09425661,0.47370642,0.91545403,2536.9884607874387,691.8011945018853,4350.3550211588545,2486.791934541168,0.06816157588252315,-416.6291,70.85652,80.82789,22.53404,-56.387432,42.99685,6.7790294,18.038305,9.482125,16.732035,4.7285347,21.11096,36.64058,17.064598,28.130203,18.04604,-0.09805722,20.143324,12.334929,18.92573,15.222856,14.319321,11.529637,16.525986,11.897076,20.394413,0.24299979,0.33254972,[161.49902344],khong-vong-ss3,dataset\khong-vong-ss3\kong_vong-01.wav,kong_vong-01.wav
5.537959183673469,0.06222245,0.38009125,0.7567472,2471.037947425127,652.8585461113088,4095.543156707636,2808.020024569196,0.061859513925209206,-439.6848,75.85965,82.35102,20.12989,-38.151608,43.925163,10.018261,18.31824,8.362232,19.963129,-2.5535266,26.479864,23.728521,20.716482,25.08668,12.212072,9.1535635,13.360191,26.496058,22.263535,20.863077,19.685472,3.633979,16.04432,1.3951422,13.541856,0.24192213,0.33657137,[92.28515625],khong-vong-ss3,dataset\khong-vong-ss3\kong_vong-02.wav,kong_vong-02.wav
4.46984126984127,0.10421026,0.54089856,1.0090723,2588.4989840950766,452.1027490722493,4085.0048322134066,2543.4814358910153,0.07057182035297928,-430.9044,76.61038,65.142975,17.58126,-53.65793,48.607525,13.316933,14.598349,25.40394,16.976425,19.375692,19.725683,29.877146,17.661287,14.048575,13.105756,-10.53134,16.05325,13.417579,17.877111,28.502346,9.692963,23.174555,8.688389,13.705834,15.240888,0.19792607,0.32025903,[99.38401442],khong-vong-ss3,dataset\khong-vong-ss3\kong_vong-03.wav,kong_vong-03.wav
4.957460317460318,0.100157626,0.481102,0.93157816,2554.078268017637,614.039188197203,4370.133387485397,2725.914710402578,0.0616557754088785,-436.02313,77.5264,68.525826,19.142496,-43.9425,47.735737,8.632832,17.548117,12.054498,16.082949,11.293625,19.824776,37.847496,15.964344,29.132915,14.815436,-1.0835043,20.179604,9.598163,20.241413,16.25671,13.8625145,9.642411,15.442323,8.500482,23.125881,0.22033592,0.33616257,[99.38401442],khong-vong-ss3,dataset\khong-vong-ss3\kong_vong-04.wav,kong_vong-04.wav
4.934240362811791,0.12383699,0.4859488,0.92246586,2703.131846350595,578.7880043886495,4352.284949933979,2706.8092989790734,0.07014171618251173,-444.42206,72.67378,58.423126,15.135365,-39.865116,43.11977,15.700356,19.149277,21.014128,14.97443,22.344156,18.18418,36.42983,19.230595,21.369246,17.524323,-13.584573,13.498792,2.1341019,20.742132,21.703167,11.847272,21.526737,11.765284,14.843572,19.293442,0.20978232,0.3251824,[101.33272059],khong-vong-ss3,dataset\khong-vong-ss3\kong_vong-05.wav,kong_vong-05.wav
4.35374149659864,0.104168825,0.41580653,0.82474273,2557.051511749463,509.8641165588544,4167.591111203457,2507.2364020923196,0.06619847074468085,-417.47336,73.61697,72.067764,20.251787,-58.14812,42.56274,6.895542,18.617321,8.679633,18.90547,9.798614,20.039793,42.35998,19.513031,30.186424,13.102144,-5.2676163,16.882523,8.485232,17.94382,15.613636,13.355975,9.060168,17.830679,9.253192,20.119448,0.19981647,0.32195604,[99.38401442],khong-vong-ss3,dataset\khong-vong-ss3\kong_vong-06.wav,kong_vong-06.wav
4.191201814058957,0.10403886,0.42228597,0.8345924,2341.0389109527773,461.85073646691444,3462.860276027279,2196.366845696472,0.0715669242058011,-427.56302,69.29892,76.55971,17.61199,-52.792736,40.49628,4.2689767,16.425095,11.451088,14.73554,13.143933,19.750174,40.40283,17.784283,26.415913,13.656246,-6.4358087,16.908743,10.44058,22.597204,22.672771,14.181051,14.994241,17.788298,9.570143,22.53189,0.1577701,0.30786127,[90.66611842],khong-vong-ss3,dataset\khong-vong-ss3\kong_vong-07.wav,kong_vong-07.wav
4.051882086167801,0.06811263,0.48038298,0.9420399,2361.357143042669,568.4083298394917,3653.0771484375,2426.302823688017,0.06583147321428572,-419.15903,79.256004,84.552765,15.705748,-52.797005,45.28213,5.800247,15.559271,5.8988023,15.165667,0.55214566,21.82389,35.817104,16.119066,28.342812,12.968739,4.7457275,19.196383,18.932611,19.746824,18.229397,13.128053,5.955999,15.726811,2.552842,16.316492,0.192504,0.31931606,[92.28515625],khong-vong-ss3,dataset\khong-vong-ss3\kong_vong-08.wav,kong_vong-08.wav
3.8312925170068026,0.105951205,0.4391722,0.85415417,2368.509078375493,558.892520048678,3766.6841720166162,2345.254994926238,0.07124333223187311,-412.40314,67.90657,86.65032,20.408209,-46.90294,42.05315,9.899622,15.905637,9.99708,17.335709,0.4459247,26.12716,25.75336,20.196093,19.761896,13.056652,-1.7997302,17.023888,20.670584,25.91681,30.12785,18.397089,17.048857,13.279193,3.7346463,21.27723,0.19390088,0.321894,[90.66611842],khong-vong-ss3,dataset\khong-vong-ss3\kong_vong-09.wav,kong_vong-09.wav
4.667210884353741,0.09315212,0.4685455,0.9152397,2235.8106073705553,427.41910155651726,3404.810842509305,2285.245913903798,0.06744097006823821,-421.26086,67.31148,80.765434,16.79048,-46.946724,38.772205,-1.5534892,13.679516,8.330771,14.057725,11.740543,18.301535,43.85497,14.769454,34.030178,12.661023,1.6038165,15.575103,7.77075,23.774315,11.215494,17.612574,2.24912,14.333142,2.7368352,23.240763,0.15165697,0.29364973,[101.33272059],khong-vong-ss3,dataset\khong-vong-ss3\kong_vong-10.wav,kong_vong-10.wav
4.9806802721088435,0.09969855,0.49940073,0.9723399,2407.6486757260964,653.9172614645479,3681.777116642442,2616.318923692395,0.06153819949127907,-428.32986,71.87299,73.64383,20.58828,-35.78554,43.04942,10.809819,15.364734,12.746572,20.994045,0.6082792,27.117176,16.763985,18.912903,14.626418,12.262845,2.9673595,17.632355,29.178928,20.490377,37.590656,16.649406,18.764603,11.972198,-1.2325425,15.440566,0.21913764,0.33522615,[109.95678191],khong-vong-ss3,dataset\khong-vong-ss3\kong_vong-11.wav,kong_vong-11.wav
4.017052154195011,0.09271435,0.48738652,0.9671822,2671.11604546996,550.367999837354,4301.303865724063,2744.916308310298,0.06978903998559077,-435.309,82.313416,64.521355,18.036842,-43.270706,46.32906,15.474201,16.730877,22.864431,16.324345,16.672598,16.630976,34.750793,15.825531,17.842228,15.411993,-7.9773626,15.723257,8.879818,13.576384,19.37103,14.065388,13.558502,15.525242,7.1196766,15.6172285,0.2094276,0.32906896,[103.359375],khong-vong-ss3,dataset\khong-vong-ss3\kong_vong-12.wav,kong_vong-12.wav
3.9706122448979593,0.1254836,0.4911756,0.9612393,2583.8031385276295,728.9681231224662,4046.609933035714,2229.246816722108,0.08006816007653061,-410.98587,63.515453,67.505554,18.136215,-58.68714,39.467518,11.277127,21.820456,17.055674,16.343565,11.824185,19.758265,38.94969,18.200571,24.064518,15.487073,-5.818397,15.979174,9.048478,23.86047,14.753898,19.695168,12.5956545,14.028882,14.970292,23.210333,0.18730678,0.32021883,[101.33272059],khong-vong-ss3,dataset\khong-vong-ss3\kong_vong-13.wav,kong_vong-13.wav
3.5062131519274375,0.13798878,0.48212713,0.95633185,2511.22641475308,438.95892007327456,3958.840307858911,2363.4676539084694,0.07365634024339934,-424.71155,73.44207,63.225178,16.914,-48.67226,43.656704,13.366646,14.368308,25.260706,15.615241,28.114464,14.769051,37.41544,17.397575,16.38577,16.218065,-15.38917,12.506894,1.5110766,19.78964,22.359064,16.203096,23.418398,8.631056,17.0764,20.923416,0.17676926,0.3099989,[107.66601562],khong-vong-ss3,dataset\khong-vong-ss3\kong_vong-14.wav,kong_vong-14.wav
5.282539682539682,0.08923655,0.49517554,0.9599343,2513.700549155724,628.6274416694996,3985.0120142886512,2534.6802491723447,0.06692772580866228,-429.713,65.79171,67.33224,16.37812,-47.379,44.290302,7.6016965,20.75421,12.672215,17.994764,10.936051,17.691492,42.30048,19.22184,33.115795,11.950848,2.9523237,13.479005,9.277825,20.994612,10.930799,17.205751,4.5914693,15.288771,6.841986,19.65994,0.20870532,0.3249059,[151.99908088],khong-vong-ss3,dataset\khong-vong-ss3\kong_vong-15.wav,kong_vong-15.wav
5.027120181405896,0.038929153,0.5664673,1.0125123,1916.0125648903625,572.0158009153871,3577.190965221774,3071.7936243866056,0.02912698912730415,-435.22803,97.96187,143.23114,35.09647,-5.8554115,45.938248,2.080714,24.75584,-21.982311,27.049997,-10.752934,21.369572,-0.9049005,14.35956,7.5978713,9.491857,1.5264156,9.988486,4.9541755,9.6554575,16.528427,10.508981,3.3479724,7.286958,16.428751,11.477623,0.28503817,0.33399528,[112.34714674],khong-vong-ss3,dataset\khong-vong-ss3\kong_vong-16.wav,kong_vong-16.wav
4.864580498866213,0.07137857,0.7077939,1.2503812,1594.0957972471797,348.2972491416854,2256.9873046875,2253.3798313870466,0.034647042410714285,-363.7556,61.442886,142.26573,22.663595,-23.19482,37.86913,-15.940609,20.790121,-34.469803,11.291542,-18.780592,14.787995,-4.3623285,10.196643,5.8206067,16.947947,-0.34351692,13.850326,10.513008,17.843552,26.680504,13.625745,11.71323,14.860721,25.579756,14.012691,0.20466599,0.31228685,[172.265625],khong-vong-ss3,dataset\khong-vong-ss3\kong_vong-17.wav,kong_vong-17.wav
4.6788208616780045,0.049374674,0.71192914,1.2293243,1732.343657807968,476.05275558293636,2817.0120088180693,2632.2194634983985,0.0306396484375,-387.12143,69.23214,153.68271,21.158703,-7.6207314,41.46154,6.849347,24.169823,-44.51622,14.592494,-15.92725,13.926239,-8.732584,8.864944,-0.26592422,10.130797,-10.064474,6.947831,1.9954258,10.17579,18.769276,8.935582,-6.026383,7.8890924,20.904741,11.616777,0.22335126,0.32028887,[82.03125],khong-vong-ss3,dataset\khong-vong-ss3\kong_vong-18.wav,kong_vong-18.wav
5.921088435374149,0.06705913,0.65304554,1.1551664,2381.1308268979715,1361.1300785985622,4237.574245505137,2845.12648177527,0.051967075892857144,-393.50006,60.258007,120.11323,32.86636,-11.19934,38.47888,9.05597,27.359343,-31.919092,14.5089035,-7.168434,28.185488,2.8353703,18.225988,8.393396,18.571032,0.11819273,15.125705,10.080609,12.474663,24.43065,13.151827,3.860137,13.802695,24.706917,13.166986,0.25218442,0.32460243,[73.828125],khong-vong-ss3,dataset\khong-vong-ss3\kong_vong-19.wav,kong_vong-19.wav
6.025578231292517,0.07498688,0.7653656,1.3934174,1915.1772625736655,942.1960412397827,3127.9462139423076,2592.2843002276504,0.039798677884615385,-379.65854,66.5857,125.03024,32.70887,-6.3569994,34.87888,-0.78035796,21.30972,-31.046314,14.367259,-15.742666,22.271723,0.60929674,16.898943,10.625821,15.214393,2.2236493,12.654085,11.211746,12.279178,24.841084,10.4458685,5.7782745,13.761021,21.058403,17.767525,0.21045145,0.31784102,[166.70866935],khong-vong-ss3,dataset\khong-vong-ss3\kong_vong-20.wav,kong_vong-20.wav
